day,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,rainy_day
2009-01-01,27.0,12.0,0.0,11.6,5.0,3.7916666666666665,31.0,13.75,21.416666666666668,21.708333333333332,21.5,11.041666666666666,6.958333333333333,66.5,0.0,1013.875,19.041666666666668,8.583333333333334,84.20833333333333,6.708333333333333,0
2009-01-02,27.0,16.0,0.0,11.6,5.0,3.8333333333333335,38.0,14.541666666666666,21.208333333333332,21.291666666666668,21.208333333333332,12.125,36.416666666666664,69.91666666666667,0.0,1014.3333333333334,20.625,7.833333333333333,99.29166666666667,7.958333333333333,0
2009-01-03,25.0,15.0,0.0,11.6,5.0,3.7083333333333335,45.0,14.583333333333334,20.958333333333332,21.458333333333332,20.625,12.0,42.0,71.0,0.0,1015.0,20.166666666666668,8.083333333333334,99.41666666666667,8.333333333333334,0
2009-01-04,27.0,15.0,0.0,11.6,6.0,3.875,52.0,14.25,21.541666666666668,21.791666666666668,21.416666666666668,11.541666666666666,38.166666666666664,67.29166666666667,0.0,1014.25,20.791666666666668,9.0,83.83333333333333,7.625,0
2009-01-05,28.0,16.0,0.0,11.6,5.0,3.8333333333333335,60.0,14.291666666666666,21.625,21.666666666666668,21.625,11.416666666666666,25.125,67.08333333333333,0.0,1012.7083333333334,20.666666666666668,8.75,104.875,7.5,0
2009-01-06,28.0,13.0,0.0,11.6,5.0,3.7916666666666665,67.0,11.958333333333334,21.416666666666668,21.666666666666668,21.625,12.041666666666666,5.083333333333333,60.458333333333336,0.0,1012.875,19.791666666666668,9.0,105.5,6.916666666666667,0
2009-01-07,26.0,15.0,0.0,10.2,5.0,3.3333333333333335,74.0,15.916666666666666,20.333333333333332,20.375,20.166666666666668,11.916666666666666,56.208333333333336,79.29166666666667,0.008333333333333333,1014.1666666666666,19.708333333333332,8.625,110.91666666666667,8.291666666666666,1
2009-01-08,25.0,18.0,0.0,7.3,6.0,3.0416666666666665,82.0,17.666666666666668,20.625,20.833333333333332,20.333333333333332,16.083333333333332,61.791666666666664,84.91666666666667,0.08750000000000001,1015.9583333333334,20.208333333333332,9.25,109.91666666666667,11.375,1
2009-01-09,27.0,17.0,0.0,11.6,6.0,3.9166666666666665,89.0,15.458333333333334,22.041666666666668,22.083333333333332,21.708333333333332,16.958333333333332,22.458333333333332,70.20833333333333,0.0,1016.375,21.375,10.0,99.29166666666667,12.083333333333334,0
2009-01-10,27.0,16.0,0.0,11.6,6.0,3.8333333333333335,96.0,13.875,21.166666666666668,21.208333333333332,21.0,19.0,27.0,66.25,0.0,1016.2083333333334,20.666666666666668,10.0,90.54166666666667,13.541666666666666,0
2009-01-11,27.0,15.0,0.0,11.6,6.0,3.875,100.0,14.791666666666666,21.5,21.5,21.291666666666668,15.458333333333334,20.458333333333332,69.79166666666667,0.0,1016.4583333333334,20.75,9.0,91.83333333333333,11.375,0
